emdb_id,resolution,fitted_pdbs
EMD-26667,2.89,7upi
EMD-31835,3.08,7va9
EMD-32279,3.2,7w3g
EMD-25724,3.4,7t6q
EMD-32446,3.3,7wec
EMD-32277,3.4,7w3c
EMD-24992,3.0,7sby
EMD-32894,3.4,7wyu
EMD-13711,3.1,7py4
EMD-13473,3.2,7pkn
EMD-25076,2.9,7sf7
EMD-32899,3.4,7wyz
EMD-32193,2.63,7vy3
EMD-32818,3.1,7wu3
EMD-26430,3.1,7uaq
EMD-32819,3.4,7wu4
EMD-26429,2.8,7uap
EMD-32900,3.0,7wz0
EMD-32059,2.9,7vot
EMD-32897,3.4,7wyx
EMD-32058,2.74,7vor
EMD-31624,3.25,7fjn
EMD-32192,2.75,7vy2
EMD-14336,2.83,7r5s
EMD-32820,3.0,7wu5
EMD-13956,3.37,7qgn
EMD-32582,2.53,7wld
EMD-32233,3.3,7w01
EMD-24709,2.55,7rw6
EMD-33126,2.57,7xcr
EMD-25930,3.2,7tjs
EMD-32699,2.6,7wq4
EMD-13683,2.75,7pwo
EMD-32698,2.7,7wq3
EMD-25931,3.2,7tjt
EMD-13849,2.88,7q61
EMD-32971,3.2,7x2u
EMD-32234,3.3,7w02
EMD-25932,3.3,7tju
EMD-33127,2.72,7xct
EMD-24978,2.9,7sbf
EMD-25034,3.0,7scg
EMD-26433,3.31,7ub0
EMD-26319,3.25,7u2t
EMD-13681,2.75,7pwg
EMD-26435,3.35,7ub5
EMD-14250,2.9,7r40
EMD-25044,2.95,7sd0
EMD-26318,3.2,7u2q
EMD-13320,2.89,7pch
EMD-14069,3.0,7qn7
EMD-31625,3.34,7fjo
EMD-31164,2.4,7ejx
EMD-14074,2.9,7qnc
EMD-14076,2.7,7qne
EMD-14075,3.4,7qnd
EMD-14072,3.0,7qna
EMD-31684,3.2,7v3u
EMD-24780,3.3,7rzw
EMD-31685,2.9,7v3v
EMD-32355,2.52,7w8g
EMD-14068,2.9,7qn6
EMD-14071,2.9,7qn9
EMD-31162,3.4,7ejk
EMD-14070,3.1,7qn8
EMD-12683,3.3,7o0y
EMD-26136,3.12,7tuz
EMD-32592,3.46,7wlt
EMD-14073,3.1,7qnb
EMD-14067,2.5,7qn5
EMD-24401,3.08,7rbt
EMD-31147,3.2,7ej0
EMD-32436,2.4,7wdb
EMD-26135,2.98,7tuy
EMD-31156,3.0,7ej8
EMD-25837,3.15,7tdo
EMD-32341,3.3,7w77
EMD-31660,3.24,7v2q
EMD-31655,3.3,7v2l
EMD-13611,3.4,7psa
EMD-25426,2.73,7ste
EMD-25367,3.1,7sp7
EMD-31883,2.4,7vbn
EMD-31881,2.6,7vbl
EMD-25370,2.8,7spa
EMD-31251,3.4,7epz
EMD-25366,3.1,7sp6
EMD-31879,3.0,7vbh
EMD-13790,3.35,7q3e
EMD-32352,2.94,7w85
EMD-25997,3.3,7tmo
EMD-31209,2.76,7enf
EMD-25998,3.3,7tmp
EMD-32155,2.7,7vwl
EMD-31886,2.4,7vbz
EMD-32325,3.02,7w5z
EMD-31659,3.3,7v2p
EMD-31884,2.8,7vbp
EMD-25999,3.3,7tmq
EMD-32211,3.13,7vyq
EMD-32357,2.5,7w8j
EMD-32343,3.35,7w7f
EMD-25368,2.7,7sp8
EMD-32154,2.6,7vwj
EMD-25712,3.19,7t6b
EMD-26054,3.23,7tpg
EMD-31874,2.4,7vb7
EMD-31455,2.04,7f4v
EMD-25369,2.9,7sp9
EMD-25882,2.6,7tgh
EMD-31656,3.4,7v2m
EMD-31887,2.6,7vc0
EMD-32406,3.42,7wbu
EMD-25862,3.16,7tf5
EMD-24828,2.16,7s4j
EMD-25860,2.25,7tf3
EMD-24831,2.42,7s4m
EMD-24827,2.26,7s4i
EMD-26180,3.3,7tyi
EMD-23683,2.9,7m5v
EMD-25794,2.83,7tb8
EMD-24826,2.14,7s4h
EMD-13944,2.0,7qey
EMD-13793,2.21,7q3l
EMD-25920,2.9,7tj9
EMD-25857,3.02,7tf0
EMD-13943,2.1,7qew
EMD-31969,3.39,7vgh
EMD-26197,2.55,7tyx
EMD-24784,3.1,7s05
EMD-25919,3.2,7tj8
EMD-24071,3.4,7mxd
EMD-25726,3.0,7t6s
EMD-24830,2.46,7s4l
EMD-26188,2.6,7tyn
EMD-23040,2.8,7kux
EMD-31970,3.36,7vgi
EMD-25728,2.9,7t6u
EMD-13811,2.1,7q4o
EMD-24792,3.05,7s0s
EMD-23685,3.0,7m5y
EMD-23023,2.8,7ksq
EMD-25854,3.27,7tex
EMD-25729,3.1,7t6v
EMD-13812,2.15,7q4p
EMD-24829,2.36,7s4k
EMD-25727,3.2,7t6t
EMD-23684,2.7,7m5x
EMD-25861,3.01,7tf4
EMD-24785,3.3,7s06
EMD-32513,3.1,7whw
EMD-26178,2.2,7tyf
EMD-13493,2.9,7plm
EMD-13783,3.0,7q2x
EMD-32020,2.9,7vl8
EMD-30829,2.9,7drx
EMD-26199,3.0,7tyy
EMD-26208,2.4,7tzf
EMD-25686,3.3,7t4r
EMD-32512,2.8,7whv
EMD-25668,3.3,7t3q
EMD-25667,3.2,7t3p
EMD-24273,3.0,7nal
EMD-13784,3.0,7q2y
EMD-25685,2.9,7t4q
EMD-26196,3.0,7tyw
EMD-25122,3.23,7sh2
EMD-32827,3.0,7wub
EMD-25422,2.2,7st9
EMD-13242,2.9,7p7r
EMD-32021,2.6,7vl9
EMD-26190,2.7,7tyo
EMD-25423,2.72,7stb
EMD-32022,2.7,7vla
EMD-30834,3.21,7dsi
EMD-24272,2.9,7nak
EMD-25121,3.17,7sgz
EMD-25687,3.1,7t4s
EMD-25669,3.4,7t3r
EMD-32684,2.69,7wpe
EMD-32463,3.25,7wfe
EMD-13887,3.46,7qbi
EMD-25633,3.2,7t2r
EMD-13882,3.1,7qb9
EMD-24060,2.97,7mw2
EMD-24113,2.9,7n15
EMD-25138,3.32,7si6
EMD-24061,3.15,7mw3
EMD-13880,2.7,7qa8
EMD-12566,3.34,7nsg
EMD-25856,3.27,7tez
EMD-24063,3.42,7mw5
EMD-32685,2.92,7wpf
EMD-25647,3.0,7t30
EMD-25139,3.49,7si7
EMD-25898,3.18,7thm
EMD-24115,3.1,7n17
EMD-32462,3.25,7wfd
EMD-32683,3.18,7wpd
EMD-25855,2.25,7tey
EMD-25137,3.19,7si3
EMD-24114,3.2,7n16
EMD-24062,3.42,7mw4
EMD-23949,3.4,7mqo
EMD-24064,3.22,7mw6
EMD-14191,2.83,7qwq
EMD-32920,2.7,7x08
EMD-14234,3.0,7r18
EMD-14235,3.3,7r19
EMD-24793,3.05,7s0t
EMD-25202,2.5,7smm
EMD-25830,3.3,7tdi
EMD-32682,2.57,7wpc
EMD-14192,2.9,7qwr
EMD-14228,3.3,7r12
EMD-32680,2.77,7wpa
EMD-14237,2.8,7r1b
EMD-32018,2.9,7vkt
EMD-13776,3.4,7q1z
EMD-25888,3.2,7tgx
EMD-25889,3.0,7tgy
EMD-32681,2.79,7wpb
EMD-32679,2.56,7wp9
EMD-23564,3.12,7lx2
EMD-23565,3.45,7lx3
EMD-25207,3.18,7sms
EMD-25887,3.0,7tgw
EMD-25208,2.56,7smt
EMD-14193,3.4,7qws
EMD-31034,3.41,7e9o
EMD-24733,2.9,7ryc
EMD-26162,3.2,7txz
EMD-23571,3.41,7lxm
EMD-25206,2.77,7smr
EMD-25205,2.74,7smq
EMD-14230,3.4,7r14
EMD-32119,3.23,7vtp
EMD-25586,2.5,7t10
EMD-24838,2.76,7s4x
EMD-31894,3.32,7vcs
EMD-11989,3.43,7b2p
EMD-12228,3.1,7blz
EMD-12680,2.5,7o0v
EMD-31896,3.15,7vcu
EMD-24468,2.93,7rhs
EMD-31836,3.2,7vab
EMD-31980,3.1,7vgy
EMD-25896,3.11,7thk
EMD-12681,2.47,7o0w
EMD-12605,2.5,7nvl
EMD-31895,3.21,7vct
EMD-13965,3.08,7qh6
EMD-12261,3.11,7nbu
EMD-13419,3.2,7phl
EMD-31897,3.21,7vcv
EMD-14127,3.1,7qsd
EMD-31905,2.5,7vd5
EMD-24803,2.47,7s1j
EMD-12682,2.44,7o0x
EMD-25474,2.88,7swl
EMD-24802,2.48,7s1i
EMD-32299,2.76,7w4a
EMD-31982,3.46,7vh0
EMD-12607,3.0,7nvn
EMD-12606,3.1,7nvm
EMD-12679,2.35,7o0u
EMD-13418,3.1,7phk
EMD-31606,3.4,7fiy
EMD-31906,2.8,7vd6
EMD-31981,3.3,7vgz
EMD-11988,3.39,7b2m
EMD-31899,3.24,7vcx
EMD-31877,2.81,7vbb
EMD-13416,3.2,7phh
EMD-13417,3.1,7phi
EMD-24467,3.0,7rhr
EMD-13316,2.8,7pc2
EMD-25383,3.1,7sqf
EMD-24292,3.2,7r76
EMD-25779,3.2,7tao
EMD-13244,2.9,7p7t
EMD-13243,3.0,7p7s
EMD-25420,3.0,7st6
EMD-25421,3.2,7st7
EMD-24294,3.0,7r77
EMD-31949,2.25,7vfd
EMD-25384,2.6,7sqg
EMD-25407,3.3,7ssd
EMD-13245,3.1,7p7u
EMD-25780,2.8,7tap
EMD-31604,3.1,7fin
EMD-13654,2.9,7pu7
EMD-25385,2.5,7sqh
EMD-25411,3.2,7sso
EMD-13241,2.4,7p7q
EMD-25846,3.4,7tei
EMD-26029,3.4,7to4
EMD-31876,2.89,7vba
EMD-13042,3.3,7orm
EMD-12808,3.46,7oci
EMD-25904,3.42,7tht
EMD-31061,2.98,7ed5
EMD-13043,2.8,7orn
EMD-26021,3.1,7tnw
EMD-30820,3.3,7dr0
EMD-30821,3.2,7dr1
EMD-13044,2.9,7oro
EMD-13040,3.1,7ork
EMD-32336,3.1,7w72
EMD-31967,3.3,7vgf
EMD-31878,3.01,7vbc
EMD-25865,3.36,7tf8
EMD-13315,3.0,7pc0
EMD-23382,2.84,7lil
EMD-13314,2.79,7pbz
EMD-26039,3.16,7tov
EMD-25066,3.2,7see
EMD-25819,2.83,7td0
EMD-32460,3.4,7wf4
EMD-25820,3.08,7td1
EMD-22416,3.24,7jpn
EMD-26047,3.48,7tp7
EMD-12859,2.4,7oe2
EMD-25822,3.0,7td3
EMD-14065,3.23,7ql6
EMD-32459,3.4,7wf3
EMD-25823,2.6,7td4
EMD-13290,3.04,7pbd
EMD-26053,3.4,7tpf
EMD-14048,2.9,7qko
EMD-14064,2.5,7ql5
EMD-23385,2.53,7lit
EMD-23383,2.75,7lim
EMD-26049,3.48,7tp9
EMD-26048,3.4,7tp8
EMD-23380,2.84,7lij
EMD-26038,3.24,7tou
EMD-23384,2.96,7lis
EMD-23381,2.91,7lik
EMD-25821,3.11,7td2
EMD-13936,2.7,7qep
EMD-25142,3.45,7sii
EMD-30906,3.2,7dxe
EMD-30908,2.9,7dxg
EMD-23908,3.1,7ml4
EMD-23906,3.4,7ml2
EMD-25377,2.32,7sq6
EMD-13176,3.0,7p30
EMD-13174,3.1,7p2y
EMD-32377,2.02,7w9w
EMD-25991,3.3,7tlz
EMD-23210,3.26,7l7b
EMD-24424,3.0,7rdq
EMD-12561,3.18,7ns6
EMD-30907,2.9,7dxf
EMD-25141,2.53,7sid
EMD-24738,2.65,7ryf
EMD-13777,2.9,7q21
EMD-25798,2.5,7tbg
EMD-23975,2.8,7mt3
EMD-25008,3.2,7sc1
EMD-13211,3.3,7p5z
EMD-24732,2.91,7ry3
EMD-23904,3.0,7ml0
EMD-23976,2.71,7mt7
EMD-25378,2.41,7sq7
EMD-23969,2.79,7msm
EMD-30432,2.82,7cpu
EMD-23962,3.23,7msh
EMD-23974,2.76,7mt2
EMD-25380,2.11,7sq9
EMD-25992,3.1,7tm0
EMD-30903,2.7,7dxb
EMD-24739,2.38,7ryg
EMD-25140,2.51,7sic
EMD-12734,3.33,7o5b
EMD-13191,2.9,7p48
EMD-23961,2.97,7msc
EMD-24740,2.43,7ryh
EMD-25379,2.598,7sq8
EMD-30904,3.06,7dxc
EMD-12465,2.89,7nll
EMD-23972,3.1,7msz
EMD-30433,3.03,7cpv
EMD-31490,3.4,7f8n
EMD-13364,2.1,7pf1
EMD-12818,2.8,7od3
EMD-23544,2.9,7lw1
EMD-23780,3.3,7mdu
EMD-31525,3.1,7fce
EMD-12842,3.03,7odl
EMD-25803,3.1,7tc0
EMD-13931,2.9,"7qe7,9gaw"
EMD-25800,3.1,7tbw
EMD-13055,2.9,7ot5
EMD-12298,2.83,7nf8
EMD-12929,3.2,7oig
EMD-24804,2.42,7s1k
EMD-23829,3.1,7mgm
EMD-12296,3.05,7nf6
EMD-12930,3.0,7oii
EMD-32268,2.8,7w2z
EMD-32207,2.79,7vyk
EMD-12928,3.0,7oif
EMD-25144,2.7,7sim
EMD-32405,3.4,7wbl
EMD-12636,3.05,7nww
EMD-25143,2.7,7sil
EMD-12297,2.68,7nf7
EMD-14086,3.02,7qo7
EMD-32195,3.02,7vy6
EMD-22865,2.7,7kgb
EMD-24451,2.4,7rgl
EMD-25784,3.2,7tat
EMD-24452,2.8,7rgm
EMD-25655,3.38,7t3d
EMD-24443,2.6,7rfi
EMD-24439,2.6,7rfe
EMD-13068,2.99,7otw
EMD-24448,3.0,7rgd
EMD-13062,3.33,7otm
EMD-25447,2.7,7svd
EMD-24441,2.6,7rfg
EMD-12158,2.85,7bes
EMD-23004,2.56,7krj
EMD-13067,3.24,7otv
EMD-25502,3.3,7sxo
EMD-13069,2.96,7oty
EMD-25439,3.3,7su3
EMD-24438,3.05,7res
EMD-24437,2.6,7rer
EMD-25792,3.29,7tb4
EMD-12028,2.9,7b5f
EMD-24547,2.9,7rlu
EMD-13064,3.4,7otp
EMD-12002,3.1,7b4l
EMD-25113,3.0,7sgl
EMD-32461,3.4,7wf7
EMD-31226,2.86,7eo4
EMD-23810,3.4,7mf3
EMD-31481,2.8,7f6i
EMD-23817,2.42,7mfm
EMD-31480,2.9,7f6h
EMD-31225,2.89,7eo2
EMD-25760,2.45,7t9k
EMD-32127,3.2,7vug
EMD-25504,2.64,7sxs
EMD-31911,2.29,7vd9
EMD-31910,1.96,7vd8
EMD-25510,2.79,7sxy
EMD-25515,2.95,7sy3
EMD-25520,3.14,7sy8
EMD-25759,2.79,7t9j
EMD-32128,3.22,7vuh
EMD-12073,3.2,7b75
EMD-25518,2.81,7sy6
EMD-13662,3.3,7puy
EMD-25503,3.0,7sxr
EMD-31305,3.16,7eu0
EMD-25508,2.85,7sxw
EMD-32111,3.4,7vsh
EMD-25507,2.79,7sxv
EMD-32129,3.3,7vui
EMD-25509,2.66,7sxx
EMD-24407,2.01,7rcv
EMD-25492,3.1,7sx3
EMD-25505,2.31,7sxt
EMD-25519,2.81,7sy7
EMD-25516,3.35,7sy4
EMD-31678,3.3,7v3g
EMD-25506,3.0,7sxu
EMD-25761,2.66,7t9l
EMD-25513,2.83,7sy1
EMD-24239,1.93,7n8o
EMD-13614,3.4,7psm
EMD-25512,3.0,7sy0
EMD-25514,3.11,7sy2
EMD-25517,2.59,7sy5
EMD-30816,2.8,7dqa
EMD-25511,2.61,7sxz
EMD-13615,2.9,7psn
EMD-31916,2.56,7vdf
EMD-13613,3.3,7psl
EMD-13471,3.3,7pkg
EMD-13472,3.0,7pkh
EMD-13205,3.2,7p5x
EMD-25691,2.8,7t4x
EMD-13469,3.3,7pke
EMD-25438,3.14,7stx
EMD-13468,3.3,7pkd
EMD-13470,2.8,7pkf
EMD-31348,3.4,7ew6
EMD-13467,3.2,7pkb
EMD-12227,3.15,7blx
EMD-25194,3.4,7sl8
EMD-13703,2.59,7pxh
EMD-13857,2.7,7q6e
EMD-11878,3.41,7arb
EMD-13700,2.38,7pxe
EMD-23365,3.3,7lia
EMD-24268,2.7,7na8
EMD-24700,3.3,7ru9
EMD-12635,2.66,7nwt
EMD-25196,3.15,7sla
EMD-23539,2.2,7lvk
EMD-30794,2.6,7doi
EMD-24701,3.4,7rua
EMD-24267,2.7,7na7
EMD-13140,2.71,7p00
EMD-13634,3.46,7ptr
EMD-13702,2.73,7pxg
EMD-13141,2.87,7p02
EMD-13869,3.3,7q9g
EMD-13701,2.68,7pxf
EMD-30795,2.73,7dok
EMD-13108,2.06,7oy2
EMD-12180,2.54,7bgi
EMD-12251,2.96,7nax
EMD-25210,3.1,7sn3
EMD-13728,2.9,7pzi
EMD-13733,2.9,7pzm
EMD-11880,3.11,7ard
EMD-22102,3.4,6x96
EMD-12795,2.7,7ob9
EMD-12797,3.3,7obb
EMD-11877,2.97,7ar9
EMD-25127,3.1,7shk
EMD-11872,3.06,7aqq
EMD-13732,2.8,7pzl
EMD-12240,2.9,7boe
EMD-12245,3.0,7nar
EMD-11874,3.17,7aqw
EMD-12243,2.82,7boh
EMD-11879,2.88,7arc
EMD-11873,2.91,7aqr
EMD-30431,3.3,7cpj
EMD-13731,3.1,7pzk
EMD-13734,3.2,7pzn
EMD-12796,3.1,7oba
EMD-24076,2.18,7mxy
EMD-22104,3.38,6x98
EMD-13139,3.38,7ozw
EMD-24610,3.1,7roz
EMD-31585,3.3,7fhk
EMD-25125,3.4,7she
EMD-32138,2.76,7vv5
EMD-24430,2.91,7re1
EMD-13676,3.05,7pw6
EMD-31923,2.98,7vdm
EMD-11924,2.56,7au3
EMD-13674,3.27,7pw4
EMD-25126,3.4,7shf
EMD-32030,3.12,7vlx
EMD-11921,2.4,7ate
EMD-12807,3.14,7och
EMD-13679,3.12,7pw9
EMD-32050,3.0,7voj
EMD-32031,2.45,7vly
EMD-12860,3.35,7oe3
EMD-32132,2.89,7vuz
EMD-24427,3.1,7rdy
EMD-32046,2.8,7vnr
EMD-31586,3.1,7fhl
EMD-24431,3.17,7re2
EMD-25437,2.37,7stw
EMD-24943,2.25,7sa3
EMD-31587,3.3,7fhn
EMD-13678,2.82,7pw8
EMD-32136,2.97,7vv3
EMD-24840,3.3,7s5v
EMD-25091,2.74,7sfk
EMD-32086,3.1,7vq5
EMD-12955,3.3,7ojl
EMD-32044,2.79,7vnp
EMD-24839,3.1,7s5t
EMD-24307,2.7,7r81
EMD-31918,2.9,7vdh
EMD-12739,2.04,7o6p
EMD-12956,2.92,7ojn
EMD-11922,2.66,7atn
EMD-11925,2.4,7au6
EMD-12862,2.7,7oea
EMD-25079,2.74,7sfj
EMD-31588,2.8,7fho
EMD-12863,3.04,7oeb
EMD-31922,3.22,7vdl
EMD-13675,3.4,7pw5
EMD-32045,2.96,7vnq
EMD-31443,3.49,7f40
EMD-32137,2.97,7vv4
EMD-12740,1.88,7o6q
EMD-32139,3.3,7vv6
EMD-32131,2.84,7vuy
EMD-31607,3.28,7fiz
EMD-31590,2.36,7fie
EMD-31589,2.44,7fid
EMD-24432,3.33,7re3
EMD-13293,3.4,7pbj
EMD-13590,2.9,7pqd
EMD-25169,3.43,7sk1
EMD-25168,3.33,7sk0
EMD-24581,3.3,7rnr
EMD-13308,3.43,7pbx
EMD-13307,2.1,7pbw
EMD-23806,3.35,7mex
EMD-31986,3.2,7vh5
EMD-24426,3.1,7rdx
EMD-24512,2.8,7rl0
EMD-24821,2.91,7s3d
EMD-24497,2.8,7rkh
EMD-25266,3.3,7soc
EMD-24789,2.96,7s0f
EMD-23714,3.4,7m7i
EMD-13394,3.4,7pgs
EMD-11900,2.48,7asm
EMD-13329,3.4,7pd3
EMD-30663,2.7,7dfg
EMD-25265,2.4,7sob
EMD-13048,3.0,7ose
EMD-24891,2.54,7s89
EMD-13396,3.3,7pgu
EMD-25264,3.1,7soa
EMD-25263,2.4,7so9
EMD-25267,3.2,7sod
EMD-24900,2.6,7s8p
EMD-23839,3.2,7mi4
EMD-23711,3.2,7m7f
EMD-24890,2.69,7s88
EMD-24893,2.85,7s8c
EMD-24898,2.9,7s8n
EMD-13454,2.86,7piv
EMD-24899,2.58,7s8o
EMD-12644,3.26,7ny1
EMD-24800,2.48,7s1g
EMD-24892,2.43,7s8b
EMD-30664,2.97,7dfh
EMD-24362,3.24,7rai
EMD-13453,2.58,7piu
EMD-24801,2.35,7s1h
EMD-25268,2.8,7soe
EMD-13158,3.2,7p1g
EMD-13537,3.2,7pmk
EMD-13494,2.8,7plo
EMD-24181,2.61,7n4y
EMD-23027,2.93,7ktr
EMD-24219,2.8,7n74
EMD-24217,2.5,7n72
EMD-24222,3.2,7n77
EMD-25105,3.43,7sg4
EMD-24082,2.92,7myo
EMD-24214,2.8,7n70
EMD-12601,3.4,7nv0
EMD-13143,2.85,7p04
EMD-24220,2.9,7n75
EMD-24982,3.4,7sbl
EMD-24218,2.9,7n73
EMD-13539,3.2,7pmn
EMD-13375,3.2,7pfo
EMD-24652,3.23,7rr5
EMD-12742,2.4,7o71
EMD-31015,2.8,7e8d
EMD-12741,3.4,7o6y
EMD-23918,3.45,7mn8
EMD-24221,2.9,7n76
EMD-13144,3.13,7p05
EMD-24081,2.79,7myn
EMD-24223,3.0,7n78
EMD-31400,2.94,7f0l
EMD-31960,3.0,7vfv
EMD-24464,3.27,7rhk
EMD-24462,3.31,7rhi
EMD-31104,3.2,7eg1
EMD-24460,2.88,7rhg
EMD-31959,3.0,7vfu
EMD-31958,2.8,7vfs
EMD-24981,3.1,7sbk
EMD-12866,3.1,7of1
EMD-23500,3.3,7ls1
EMD-24875,3.1,7s6d
EMD-31456,3.0,7f53
EMD-24190,3.24,7n5h
EMD-31534,2.4,7fd4
EMD-31461,3.1,7f58
EMD-25130,3.14,7shm
EMD-22919,3.1,7klv
EMD-25131,3.1,7shn
EMD-31961,3.3,7vfw
EMD-23501,3.1,7ls2
EMD-12905,3.1,7ohq
EMD-24984,3.1,7sbp
EMD-24868,3.1,7s6c
EMD-31535,2.4,7fd5
EMD-31457,3.0,7f54
EMD-12912,3.3,7ohx
EMD-31458,3.1,7f55
EMD-12892,3.4,7oh3
EMD-24461,3.31,7rhh
EMD-24463,2.88,7rhj
EMD-23098,2.85,7l0l
EMD-24616,3.2,7rpj
EMD-30945,2.93,7e1x
EMD-24664,3.4,7rro
EMD-12432,2.11,7nk7
EMD-24751,3.3,7rz5
EMD-12397,2.92,7njo
EMD-13583,2.91,7ppo
EMD-12441,2.17,7nkj
EMD-12412,2.56,7njr
EMD-12407,2.67,7njq
EMD-12424,2.9,7njv
EMD-24617,2.7,7rpk
EMD-30944,2.67,7e1w
EMD-31963,3.1,7vg2
EMD-24615,2.5,7rpi
EMD-12392,2.64,7njn
EMD-23917,3.09,7mn6
EMD-12377,2.52,7njk
EMD-12439,2.78,7nkh
EMD-13180,2.9,7p3k
EMD-23916,2.93,7mn5
EMD-12382,2.71,7njl
EMD-24614,2.5,7rph
EMD-31558,2.95,7fen
EMD-12402,2.84,7njp
EMD-12387,2.84,7njm
EMD-12417,2.46,7njs
EMD-13464,3.1,7pjy
EMD-13461,3.1,7pjv
EMD-31567,3.0,7fff
EMD-31639,3.4,7v2a
EMD-31569,3.0,7ffn
EMD-13458,2.35,7pjs
EMD-30852,3.0,7dte
EMD-31568,3.1,7ffl
EMD-12703,3.3,7o3c
EMD-23833,2.8,7mh1
EMD-23859,2.4,7mip
EMD-23852,2.7,7mii
EMD-22816,3.43,7kcm
EMD-12706,2.6,7o3h
EMD-23848,3.1,7mif
EMD-23865,2.6,7miu
EMD-22812,3.14,7kcl
EMD-23864,3.4,7mit
EMD-22811,3.26,7kck
EMD-23866,2.8,7miv
EMD-12702,3.2,7o37
EMD-13009,2.7,7oob
EMD-30943,2.68,7e1v
EMD-13441,2.5,7pil
EMD-13015,3.0,7opc
EMD-31399,2.9,7f0j
EMD-23850,2.9,7mig
EMD-23851,2.8,7mih
EMD-23831,2.8,7mgz
EMD-13010,2.9,7oop
EMD-24728,3.2,7rxc
EMD-11843,2.98,7aof
EMD-31790,3.3,7v85
EMD-31787,2.8,7v82
EMD-31784,3.1,7v7z
EMD-11848,2.85,7aoz
EMD-31786,3.2,7v81
EMD-31788,2.8,7v83
EMD-12651,3.27,7nyd
EMD-11850,3.15,7ap8
EMD-24649,3.12,7rr0
EMD-11851,3.01,7ap9
EMD-13004,2.8,7oo3
EMD-11844,2.7,7aoh
EMD-31789,3.0,7v84
EMD-24786,3.25,7s0c
EMD-13016,3.0,7opd
EMD-11824,2.8,7amv
EMD-24680,2.14,7rtb
EMD-31791,2.8,7v86
EMD-31346,3.1,7ew3
EMD-31345,3.1,7ew2
EMD-31105,3.2,7eg4
EMD-31597,3.2,7fih
EMD-23892,3.2,7mkd
EMD-22749,3.3,7k9i
EMD-24683,3.4,7rtm
EMD-31342,3.07,7evz
EMD-31347,3.2,7ew4
EMD-31343,3.42,7ew0
EMD-31341,2.98,7evy
EMD-31349,3.27,7ew7
EMD-24414,3.08,7rd7
EMD-12209,3.0,7bkc
EMD-22750,3.0,7k9j
EMD-22748,3.2,7k9h
EMD-23897,2.9,7mkj
EMD-23913,2.7,7mly
EMD-31344,3.4,7ew1
EMD-12212,2.8,7bke
EMD-24413,3.25,7rd6
EMD-31103,3.4,7eg0
EMD-12210,3.0,7bkd
EMD-24091,3.42,7mze
EMD-31519,3.4,7fbs
EMD-23574,3.4,7lxt
EMD-23134,3.09,7l2n
EMD-23132,3.42,7l2l
EMD-23740,2.8,7mbp
EMD-23576,3.4,7lxv
EMD-24087,3.46,7mza
EMD-23144,3.26,7l2x
EMD-24522,3.3,7rl9
EMD-24523,3.1,7rla
EMD-30996,3.0,7e6t
EMD-24528,3.1,7rlf
EMD-23143,3.16,7l2w
EMD-24085,3.35,7mz7
EMD-24531,3.1,7rli
EMD-24519,3.0,7rl7
EMD-24851,2.8,7s66
EMD-24086,3.18,7mz9
EMD-24083,2.76,7mz5
EMD-23139,2.71,7l2s
EMD-24084,2.91,7mz6
EMD-24524,3.3,7rlb
EMD-23136,2.6,7l2p
EMD-23575,3.1,7lxu
EMD-23138,3.3,7l2r
EMD-24504,3.45,7rkv
EMD-23140,3.08,7l2t
EMD-23141,3.47,7l2u
EMD-24530,3.0,7rlh
EMD-24526,3.4,7rld
EMD-23128,2.63,7l2h
EMD-24525,3.2,7rlc
EMD-23938,2.7,7mqa
EMD-24089,3.03,7mzc
EMD-24850,3.2,7s65
EMD-13110,2.5,7oy8
EMD-12142,3.43,7bcq
EMD-24090,2.9,7mzd
EMD-12451,2.5,7nkz
EMD-24483,3.2,7rjb
EMD-12936,2.9,7oiz
EMD-23448,3.0,7ln4
EMD-24484,3.3,7rjc
EMD-12922,3.3,7oi9
EMD-23984,3.2,7mte
EMD-23443,3.06,7lmz
EMD-23447,3.45,7ln3
EMD-23444,2.98,7ln0
EMD-12923,3.2,7oia
EMD-23449,3.09,7ln5
EMD-24485,3.2,7rjd
EMD-23442,2.4,7lmy
EMD-23982,2.6,7mtc
EMD-23312,3.28,7lg6
EMD-12925,3.1,7oic
EMD-24108,2.8,7n0l
EMD-24675,3.49,7rsn
EMD-24486,3.3,7rje
EMD-12924,3.3,7oib
EMD-24482,3.0,7rja
EMD-11930,2.73,7awt
EMD-13347,3.41,7pe7
EMD-23445,3.4,7ln1
EMD-12995,3.4,7oni
EMD-23615,3.38,7m18
EMD-23618,2.92,7m1q
EMD-24312,2.6,7r89
EMD-23692,3.36,7m6a
EMD-31003,3.3,7e7s
EMD-24314,3.1,7r8b
EMD-31453,3.1,7f4i
EMD-24313,2.9,7r8a
EMD-31452,2.7,7f4h
EMD-23933,3.4,7mpg
EMD-31448,3.0,7f4d
EMD-23569,3.26,7lxb
EMD-13348,3.2,7pe8
EMD-31449,2.9,7f4f
EMD-23280,3.2,7ld3
EMD-23281,3.3,7ld4
EMD-24316,3.2,7r8d
EMD-12350,3.0,7ni4
EMD-13008,2.7,7ooa
EMD-31294,2.6,7et1
EMD-23294,3.05,7ley
EMD-24206,2.66,7n6b
EMD-30923,2.28,7dyr
EMD-30607,3.1,7d7f
EMD-12996,2.3,7onj
EMD-12693,2.9,7o19
EMD-12351,2.78,7ni5
